,country,article_name,revision_id,article_quality_est.,population
9778,France,Bruno Subtil,749546552,,64940000.0
9806,Czech Republic,Alois Rašín,749575931,Start,
9843,Hondura,Aníbal Delgado Fiallos,749663646,Start,
9857,Hondura,Toribio Aguilera,749695259,Stub,
9860,France,Thierry Gourlot,749699147,,64940000.0
9865,France,Jean-Marc de Lacoste-Lareymondie,749705073,,64940000.0
9879,Ivorian,First Lady of Ivory Coast,749766207,Stub,
9917,Czech Republic,Bedřich Reicin,749945936,Start,
9933,South Ossetian,Yury Morozov,749962491,Start,
9950,Salvadoran,Antonio José Cañas,749973666,Start,
9952,Salvadoran,José Atilio Benítez Parada,749976455,Stub,
9974,Faroese,"List of members of the Løgting, 1988–90",750074079,Start,
10031,Faroese,Brandur Sandoy,750167873,Start,
10049,Cape Colony,Jeremias Ziervogel,750299694,Start,
10121,"Congo, Dem. Rep. of",Jean-Marie Runiga Lugerero,750725157,Stub,
10130,Haiti,List of personal coats of arms of Presidents of Haiti,750849372,,11403000.0
10140,Ivorian,Queen Pokou,750972336,Start,
10149,Macedonia,Vangel Ajanovski-Oče,751054819,Stub,
10163,"Congo, Dem. Rep. of",Christian Malanga,751152656,C,
10203,"Congo, Dem. Rep. of",Faustin Birindwa,751361476,Stub,
10215,Pitcairn Islands,Joshua Hill (Pitcairn Island leader),751464749,Stub,
10249,Czech Republic,Bernd Richter,751718674,Stub,
10417,Czech Republic,Kamil Kalina,753045804,Stub,
10418,East Timorese,Manuel Carrascalão,753061850,Stub,
10429,Philippines,Roy Chiongbian,753191526,,109581000.0
10523,"Congo, Dem. Rep. of",Chikez Diemu,753704394,Stub,
10589,Jersey,Guy de Faye,754330569,Start,
10591,"Congo, Dem. Rep. of",Minister of Foreign Affairs (Democratic Republic of the Congo),754344309,Start,
10637,Pakistan,Diyar Khan Yaqubi,754739349,,220940000.0
10641,Pitcairn Islands,George Fergusson (diplomat),754790610,C,
10659,Pitcairn Islands,James Russell McCoy,754935959,Start,
10660,Pitcairn Islands,Matthew Edmond McCoy,754935982,Stub,
10669,Faroese,"List of members of the Løgting, 2015–19",754952121,Start,
10670,Faroese,"List of members of the Løgting, 2011–15",754952298,Start,
10671,Faroese,"List of members of the Løgting, 2008–11",754952557,Start,
10672,Faroese,"List of members of the Løgting, 2004–08",754952620,Start,
10673,Faroese,"List of members of the Løgting, 2002–04",754952690,Start,
10719,Abkhazia,Sumbat Saakian,755193428,Stub,
10778,Czech Republic,Richard Sacher,755428089,Stub,
10780,Cook Island,Speaker of the Cook Islands Parliament,755442454,Start,
10784,Ivorian,Émile Boga Doudou,755479236,C,
10811,Carniolan,Fran Levstik,755713654,Start,
10863,East Timorese,Adalgisa Magno Guterres,755908563,Stub,
10864,East Timorese,María do Céu,755908564,Start,
10897,Ivorian,Adrien Jules Jean Bonhoure,756060260,Stub,
10942,Czech Republic,Václav Fischer,756317863,Start,
10946,Macedonia,Emil Kirjas,756341426,Stub,
10971,"Congo, Dem. Rep. of",Edouard Kiove Kola,756510063,Stub,
11010,Faroese,Bárður á Steig Nielsen,756602743,Start,
11064,Faroese,Edmund Joensen,756654638,Stub,
11067,Faroese,Jørgen Niclasen,756654880,Stub,
11129,Armenia,Arthur Gregorian,756697478,,2956000.0
11234,Greenlandic,Sara Olsvig,756830216,Stub,
11444,Saint Lucian,Ezechiel Joseph,757044849,Stub,
11448,Cook Island,Maria Heather,757064438,Stub,
11449,Cook Island,Tetangi Matapo,757064793,Stub,
11450,Cook Island,Selina Napa,757064845,Stub,
11451,Cook Island,Dorice Reid,757065079,B,
11452,Cook Island,Ngai Tupa,757065152,Stub,
11481,Montserratian,Teresina Bodkin,757086597,Stub,
11482,Montserratian,Shirley Osborne,757086621,Stub,
11484,Hondura,Nora Gúnera de Melgar,757092750,Stub,
11486,Greenlandic,Kathrine Chemnitz,757102071,Start,
11489,Greenlandic,Augusta Salling,757103267,Stub,
11498,Palauan,Leilani Reklai,757106724,Stub,
11499,Samoan,Matatumua Maimoana,757107378,Start,
11500,Samoan,Laulu Fetauimalemau Mata'afa,757107952,C,
11556,Omani,Fahd bin Mahmoud al Said,757164616,Stub,
12141,Brazil,Marcelo Cerqueira,757313957,,211812000.0
12153,Czech Republic,Božena Viková-Kunětická,757336278,Stub,
12256,Ossetian,Taymuraz Mamsurov,757343822,Start,
12455,Greenlandic,Agathe Fontain,757539811,Stub,
12457,East Timorese,Ana Pessoa Pinto,757539934,Stub,
12459,Greenlandic,Ane Hansen (politician),757539958,Stub,
12472,Cook Island,Cassey Eggelton,757540405,Stub,
12475,Swaziland,Constance Simelane,757540600,C,
12505,Hondura,Elizabeth Azcona Bocock,757561950,Start,
12514,Samoan,Fiame Naomi Mata'afa,757562316,Start,
12591,Saint Lucian,Menissa Rambally,757615710,Start,
12608,Samoan,Safuneitu'uga Pa'aga Neri,757616961,Stub,
12610,Hondura,Sandra Midence,757617005,Stub,
12624,Salvadoran,Violeta Menjívar,757618572,Start,
12862,"Congo, Dem. Rep. of",Daniel Mukoko Samba,757821887,Stub,
12863,Cape Colony,Henry Latham Currey,757832561,Start,
12882,Saint Kitts and Nevis,Premier of Nevis,757950077,Stub,
12886,Pakistan,Ahmad Balal,757961591,,220940000.0
12894,Salvadoran,Santiago González (politician),757977772,Stub,
12930,Salvadoran,Rosa Amelia Guzmán,758287489,Start,
12932,Salvadoran,Gloria Salguero Gross,758288293,C,
12996,Pakistan,Saifuddin Bohra,758706289,,220940000.0
13026,Czech Republic,Mikuláš of Hus,758942647,Stub,
13028,Samoan,Gatoloaifaana Amataga Alesana-Gidlow,758953501,Stub,
13117,Czech Republic,Gertruda Sekaninová-Čakrtová,759446334,GA,
13293,South Korean,Yu In-chon,760062536,Start,
13336,United Arab Emirates,Saleh Al Shal,760194556,,9778000.0
13337,Austria,Josef Siegele,760195376,,8914000.0
13359,Ivorian,Seydou Diarra,760303900,Start,
13360,Ivorian,Gilbert Aké,760304267,Stub,
13376,Ivorian,Jeannot Ahoussou-Kouadio,760393381,Start,
13382,Saint Lucian,Damian Greaves,760443772,Stub,
13387,South Ossetian,Aleksandr Shavlokhov,760473086,Stub,
13388,South Ossetian,Merab Chigoev,760473130,Stub,
13389,South Ossetian,Gerasim Khugayev,760473192,Start,
13390,South Ossetian,Igor Sanakoyev,760473237,Stub,
13391,South Ossetian,Zurab Kokoyev,760473273,Stub,
13414,East Timorese,Rosa Bonaparte,760534473,Stub,
13428,Omani,Rawya Saud Al Busaidi,760558966,Stub,
13617,Russia,Nikolay Baranov (politician),761821348,,146733000.0
13645,Montserratian,Adrian Davis (governor),762009545,Stub,
13672,Macedonia,Abdylaqim Ademi,762110004,Stub,
13745,Samoan,Tuala Ainiu Iusitino,762572848,Stub,
13754,Palauan,Antonio Bells,762610456,Stub,
13785,Chad,Kalthouma Nguembang,762816132,,16877000.0
13793,Chechen,Alibek Delimkhanov,762868684,Stub,
13798,Saint Vincent and the Grenadines,Sydney Gun-Munro,762906552,Stub,
13799,Guernsey,Bailiff of Guernsey,762910285,GA,
13828,Macedonia,Dobri Veličkovski,763061803,Stub,
13881,Estonia,Leonora Linter,763245610,,1331000.0
13899,"Congo, Dem. Rep. of",Dolly Makambo Nawezi,763323939,Stub,
13938,Rhodesian,Francis Chaplin,763530115,Stub,
13942,Rhodesian,Roger Hawkins (politician),763533706,Start,
13946,Rhodesian,George Mitchell (Rhodesia),763540238,Stub,
13949,United States,Elisha Shapiro,763558111,,329878000.0
13996,Greenlandic,Asii Chemnitz Narup,763742018,Stub,
14004,Niuean,Robert Rex,763768679,Start,
14005,Cook Island,Norman George,763769083,Start,
14006,Cook Island,John Tangi,763769086,Stub,
14007,Cook Island,Vai Peua,763769088,Stub,
14008,Cook Island,Teariki Heather,763769233,Start,
14010,Cook Island,George Angene,763769688,Stub,
14011,Cook Island,Albert (Peto) Nicholas,763770488,Stub,
14013,Cook Island,Tupou Faireka,763774025,Stub,
14014,Cook Island,Mark Brown (Cook Islands),763774066,Stub,
14015,Cook Island,Nandi Glassie,763774069,Stub,
14016,Cook Island,Apii Piho,763775030,Stub,
14017,Cook Island,Winton Pickering,763775034,Stub,
14018,Cook Island,Albert Nicholas (Cook Islands),763775035,Stub,
14019,Cook Island,Vincent Ingram,763775867,Start,
14020,Cook Island,Terepai Maoate Jnr,763775893,Stub,
14021,Cook Island,Toanui Isamaela,763776103,Stub,
14022,Cook Island,Tangata Vavia,763776191,Start,
14023,Cook Island,Taunga Toka,763776193,Stub,
14024,Cook Island,Teremoana Tapi Taio,763776229,Stub,
14025,Cook Island,Tepure Tapaitau,763776231,Start,
14026,Cook Island,Mapu Taia,763776235,Stub,
14027,Cook Island,Pupuke Robati,763776270,Start,
14028,Cook Island,Wilkie Rasmussen,763776271,Start,
14030,Cook Island,Tai Tura,763776737,Stub,
14031,Cook Island,Tekii Lazaro,763776768,Stub,
14032,Cook Island,Kura Strickland,763776806,Stub,
14033,Cook Island,Mii Parima,763776808,Stub,
14034,Cook Island,Joe Williams (Cook Islands politician),763776856,Start,
14035,Cook Island,Kiriau Turepu,763776860,Stub,
14052,Rhodesian,John Landau,763870152,Stub,
14072,"Congo, Dem. Rep. of",Germain Kambinga,763943185,Stub,
14073,Rhodesian,Byron Hove,763951988,Start,
14084,Canada,Lennox Farrell,764019224,,38190000.0
14117,South Africa,Francois Willie Cloete,764191934,,59628000.0
14139,Palauan,Haruo Remeliik,764341685,Stub,
14140,Ivorian,Henri Konan Bédié,764345360,B,
14153,Macedonia,Stanko Mladenovski,764411930,Stub,
14176,Pitcairn Islands,Richard Fell,764601118,Start,
14184,Hondura,Juan Alberto Melgar Castro,764646645,Stub,
14210,"Congo, Dem. Rep. of",Richard Ndambu Wolang,764771546,Stub,
14211,"Congo, Dem. Rep. of",Simon Mbatshi Batshia,764771615,C,
14212,"Congo, Dem. Rep. of",José Makila Sumanda,764771652,Stub,
14213,"Congo, Dem. Rep. of",Trésor Kapuku Ngoy,764771697,Stub,
14214,"Congo, Dem. Rep. of",Charles Mwando Simba,764791046,Stub,
14263,Ghana,Obuobia Darko-Opoku,764911200,,31073000.0
14291,Palauan,Roman Tmetuchl,765032190,GA,
14303,Palauan,Vice President of Palau,765102210,Stub,
14355,Ghana,Emmanuel Odoi Lartey,765228329,,31073000.0
14384,Cape Colony,Henry Juta,765333482,Stub,
14406,Iran,Roozbeh Farahanipour,765489047,,84150000.0
14421,Salvadoran,David Joaquín Guzmán,765528693,Start,
14424,Macedonia,Siljan Avramovski,765551331,Start,
14427,"Congo, Dem. Rep. of",Jules Fontaine Sambwa,765570258,Start,
14429,East Timorese,Fernanda Borges,765600414,Stub,
14433,Chechen,Beibulat Taimiev,765616552,Start,
14438,Israel,Zeev Schwartz,765662083,,9216000.0
14443,Brazil,Jeferson Moreira,765717347,,211812000.0
14458,"Congo, Dem. Rep. of",Mabi Mulumba,765799138,Stub,
14459,"Congo, Dem. Rep. of",N'Singa Udjuu,765799213,Stub,
14466,"Congo, Dem. Rep. of",Sultani Makenga,765834828,Stub,
14467,Czech Republic,Petr Mlsna,765838180,Stub,
14474,"Congo, Dem. Rep. of",Josué Alex Mukendi,765871730,Stub,
14488,"Congo, Dem. Rep. of",Raymond Tshibanda,765923988,Start,
14489,"Congo, Dem. Rep. of",Banza Mukalay,765924619,Start,
14492,"Congo, Dem. Rep. of",Évariste Boshab,765925554,Stub,
14504,Faroese,Jóannes Eidesgaard,765947137,Start,
14505,Faroese,Jógvan á Lakjuni,765947416,Start,
14546,Niuean,Atapana Siakimotu,766068997,Stub,
14547,Niuean,Ahohiva Levi,766068998,Stub,
14548,Niuean,Bill Vakaafi Motufoou,766069253,Stub,
14549,Niuean,Pokotoa Sipeli,766069256,Stub,
14550,Niuean,Terry Coe,766069372,Stub,
14551,Niuean,Togiavalu Pihigia,766069407,Stub,
14552,Niuean,Hima Douglas,766069520,Stub,
14553,Niuean,Dalton Tagelagi,766069576,Stub,
14562,Italy,Giammarco Montanari,766101638,,60296000.0
14569,South Ossetian,Lyudvig Chibirov,766130279,Stub,
14645,Jersey,Vernon Tomes,766480006,Start,
14662,Ivorian,Affoussiata Bamba-Lamine,766524815,Start,
14681,"Congo, Dem. Rep. of",Marie-Ange Mushobekwa,766647953,Stub,
14698,Salvadoran,Francisco Gómez (El Salvador President),766757526,Start,
14712,Cook Island,Inatio Akaruru,766806728,Start,
14719,Rhodesian,Hilary Squires,766847256,Stub,
14750,Cook Island,Terepai Maoate,767048874,Start,
14751,Cook Island,Deputy Prime Minister of the Cook Islands,767048881,Start,
14779,Omani,"Azzan bin Qais, Sultan of Muscat and Oman",767183600,Stub,
14783,Palauan,Surangel Whipps Jr.,767195006,Stub,
14813,Ivorian,Lambert Amon Tanoh,767265950,Stub,
14831,Samoan,Paul Alan Cox,767363297,C,
14954,Cape Colony,Simeon Jacobs,767856232,C,
14968,Omani,Taimur bin Feisal,767885927,Start,
14987,Cook Island,Atatoa Herman,767994335,Stub,
15010,Bangladesh,Muhammad Abdul Haque,768013050,,169809000.0
15031,Czech Republic,Antonín Cyril Stojan,768047769,C,
15077,"Congo, Dem. Rep. of",Jean Andeka,768228272,Stub,
15095,Ivorian,Jean-Louis Billon,768302622,Start,
15170,Guernsey,Ambrose Sherwill,768625520,C,
15179,"Congo, Dem. Rep. of",Aimé Ngoy Mukena,768670214,C,
15180,Czech Republic,František Kubka,768676716,Stub,
15181,Montserratian,David G. P. Taylor,768679602,Start,
15246,India,Rajat Majumdar,768871687,,1400100000.0
15398,Carniolan,Ivan Tavčar,769425247,C,
15447,Salvadoran,Francisco Dueñas,769575358,Stub,
15450,Ivorian,Robert Beugré Mambé,769591168,Stub,
15543,Niuean,Michael Jackson (journalist),770018880,Start,
15563,Montserratian,Sarita Francis,770131970,Start,
15668,South Korean,Kim Wan-ju,770622878,Stub,
15669,South Korean,Park Yong-jin,770623036,Start,
15676,Salvadoran,Rafael Zaldívar,770682721,Start,
15687,Ivorian,Abdourahmane Cissé,770710515,C,
15694,South Korean,Lee Jong-kul,770757174,Stub,
15696,Greenlandic,Aleqa Hammond,770757601,Start,
15699,South Korean,Kim Hyun-jong,770760118,Stub,
15708,Saint Lucian,Richard Frederick,770812205,Start,
15709,Saint Lucian,Oliver Plunkett (judge),770813700,Stub,
15710,Saint Lucian,Gale Rigobert,770814043,Stub,
15715,Saint Vincent and the Grenadines,Frederick Ballantyne,770827509,C,
15716,Saint Vincent and the Grenadines,Terrance Ollivierre,770829069,Start,
15811,Tokelauan,Duncan MacIntyre (New Zealand politician),770994352,C,
15830,Saint Vincent and the Grenadines,Milton Cato,771015590,Start,
15843,Cape Colony,William Schreiner,771024710,Start,
15896,Niuean,Enetama Lipitoa,771152922,Stub,
15937,Iran,Sheikh Zakaria Ansari,771213598,,84150000.0
15945,Samoan,Tuala Falenaoti Tiresa Malietoa,771267864,Stub,
15956,Montserratian,David Brandt (politician),771351774,Stub,
15957,Montserratian,Bertrand Osborne,771351955,Stub,
15958,Montserratian,Percival Austin Bramble,771352057,Stub,
16002,Tokelauan,Russell Marshall,771460602,C,
16034,Pakistan,Muhammad Yar Khan Mandokhail,771642775,,220940000.0
16035,Samoan,Toi Aukuso Cain,771651038,Stub,
16044,Macedonia,Goran Mitevski,771736771,Stub,
16139,"Congo, Dem. Rep. of",Aimé Boji,772045942,Stub,
16168,United States,Walter Lee (Louisiana politician),772176512,,329878000.0
16179,Chechen,Isa Gendergenoevsky,772274868,Stub,
16185,"Congo, Dem. Rep. of",Léonard Mulamba,772317052,Start,
16212,South African Republic,"Kruger House, Pretoria",772410051,Stub,
16238,United States,Mark M. Noble,772567736,,329878000.0
16299,"Congo, Dem. Rep. of",Noel K Tshiani Muadiamvita,772818039,C,
16310,East Timorese,Nicolau dos Reis Lobato,772890380,Stub,
16435,Jersey,Philip Bailhache,773230341,C,
16447,Saint Lucian,Heraldine Rock,773251387,Start,
16459,Jersey,Jean Poingdestre,773316732,Start,
16460,Cape Verde,Isaura Gomes,773323473,,556000.0
16467,Nepal,Hari Bahadur Rai,773355081,,29996000.0
16486,Palauan,Alfonso Oiterong,773405868,Stub,
16508,Hondura,Vilma Cecilia Morales,773563309,Stub,
16519,Uruguay,Viviana Piñeiro,773601556,,3531000.0
16574,Czech Republic,Josef Pfitzner,773853256,Start,
16586,Faroese,Anfinn Kallsberg,773895078,Start,
16626,Egypt,Khaled Negm,774023957,,100803000.0
16699,"Congo, Dem. Rep. of",Kasongo Ilunga,774263410,Start,
16708,United Kingdom,Phil Hobson,774293013,,67160000.0
16741,South Korean,Shin Ki-ha,774367693,Stub,
16826,Ossetian,Head of the Republic of North Ossetia-Alania,774555176,Stub,
16829,Jersey,Peter Hanning,774568909,Start,
16839,Czech Republic,Vladimír Franz,774595725,C,
16869,"Congo, Dem. Rep. of",Pierre Lumbi Okongo,774679596,Start,
16889,Ivorian,Vice-President of Ivory Coast,774756970,Start,
16892,Macedonia,Stevčo Jakimovski,774773036,Stub,
16894,Macedonia,Mile Janakieski,774773200,Stub,
16897,Saint Kitts and Nevis,Vance Amory,774778329,C,
16908,Rhodesian,Cecil Dennistoun Burney,774837666,Stub,
16915,Salvadoran,Óscar Ortiz (El Salvador),774857245,Stub,
16922,Omani,"Turki bin Said, Sultan of Muscat and Oman",774877670,Stub,
16995,South Korean,Lee Chunhee,775234175,Stub,
16996,Saint Lucian,Peter Josie,775241473,Start,
17035,South Korean,Ahn Dae-hee,775458263,Stub,
17036,South Korean,Ahn Gyu-baek,775458608,Start,
17037,South Korean,Park Hong-keun,775458639,Start,
17043,Cape Colony,George Strahan,775481498,Start,
17161,Niuean,Sani Lakatani,775947817,Stub,
17226,Czech Republic,Jan Stocklassa,776095794,Stub,
17252,Czech Republic,Jaroslav Krejčí,776197284,Start,
17278,South African Republic,Boekenhoutfontein,776299184,Start,
17292,Czech Republic,Libuše Benešová,776338134,Stub,
17293,Czech Republic,Daniela Filipiová,776338195,Start,
17299,Ivorian,Jean Konan Banny,776348888,Start,
17309,"Congo, Dem. Rep. of",Jeannette Kavira Mapera,776372644,Stub,
17310,Saint Lucian,Jeannine Compton-Antoine,776374386,Stub,
17336,Czech Republic,Moses Porges von Portheim,776487173,Start,
17344,Czech Republic,Jan Kasl,776508129,Start,
17345,Czech Republic,Jiří Kittner,776509425,Stub,
17348,Czech Republic,Miloslav Vlček,776513404,Stub,
17349,Czech Republic,Ivo Svoboda (politician),776513552,Start,
17350,Czech Republic,Hana Orgoníková,776513802,Stub,
17351,Czech Republic,Pavel Dostál,776514175,Start,
17398,Cape Colony,John Bardwell Ebden,776725178,Start,
17406,Czech Republic,Jiří Lobkowicz,776751749,Stub,
17521,South Korean,Ahn Sang-yeong,777008205,Stub,
17544,South Korean,Jang Deok-jin,777070214,Stub,
17571,New Zealand,John Palino,777163201,,4987000.0
17597,Palauan,Johnson Toribiong,777304756,Start,
17603,Hondura,Carlos Zúñiga Figueroa,777334919,Start,
17705,Carniolan,Josip Jurčič,777587526,Stub,
17707,Carniolan,Josip Vošnjak,777588436,Start,
17710,Hondura,José Adolfo Alvarado Lara,777592070,Stub,
17718,Salvadoran,José Damián Villacorta,777601256,Start,
17720,Salvadoran,José Escolástico Marín,777602660,Stub,
17734,Salvadoran,José María Cornejo,777612972,Start,
17735,Salvadoran,José María Peralta Lagos,777613551,Stub,
17736,Salvadoran,José María San Martín,777613737,Start,
17737,Salvadoran,José María Silva,777613786,Start,
17777,Hondura,Juan Carlos Zuniga,777669643,Stub,
17786,Salvadoran,Juan Manuel Rodríguez,777685186,Start,
17794,Salvadoran,Juan Vicente Villacorta Díaz,777698313,Start,
17835,Hondura,Julio Lozano Díaz,777796210,Stub,
17860,Czech Republic,Bohuslav Kokotek,777876483,Stub,
17906,Czech Republic,Alena Hanáková,778095433,Stub,
17982,United States,Larry Holmes (activist),778388481,,329878000.0
18001,Greenlandic,Katrine Larsen Lenner,778461046,Stub,
18003,Saint Kitts and Nevis,Edmund Wickham Lawrence (Governor-General),778464259,Start,
18048,Salvadoran,Juan José Daboub,778564487,C,
18062,India,Debojeet Thaosen,778618827,,1400100000.0
18083,Palauan,Kerai Mariur,778679721,Stub,
18093,Cook Island,Kete Ioane,778717694,Start,
18099,Cook Island,Tom Davis (Cook Islands politician),778763952,C,
18118,Cook Island,Niki Rattle,778789714,Stub,
18164,South Korean,Kim Jae-soon,778915319,Stub,
18166,South Korean,Kim Jin-sun,778916810,Stub,
18219,Cape Colony,Jan Hendrik Hofmeyr (Onze Jan),779046359,C,
18221,Macedonia,Ilija Dimovski,779048199,Stub,
18224,Pitcairn Islands,William Alfred Young,779056744,Stub,
18254,Poland,Jacek Maciej Wenderlich,779101752,,38368000.0
18266,Singapore,Mohamad Hamim Aliyas,779135011,,5769000.0
18340,Niuean,O'Love Jacobsen,779369629,C,
18341,Niuean,Sisilia Talagi,779369671,Stub,
18342,Niuean,Salilo Tongia,779369724,Stub,
18343,Niuean,Va'aiga Tukuitonga,779369750,Stub,
18366,Saint Kitts and Nevis,Ada Mae Edwards,779378782,Start,
18367,Saint Kitts and Nevis,Constance V. Mitcham,779379168,Start,
18398,Philippines,Ina Ambolodto,779409209,,109581000.0
18404,Czech Republic,Irena Kočí,779417455,Stub,
18405,Czech Republic,Martin Netolický,779417738,Stub,
18406,Czech Republic,David Rath,779418369,Start,
18542,Czech Republic,Eva Nováková,779498276,Stub,
18543,Czech Republic,Vojtěch Adam,779500408,Stub,
18544,Czech Republic,Vlastimil Balín,779500749,Stub,
18545,Czech Republic,Jiří Dolejš,779500957,Stub,
18546,Czech Republic,Zuzka Bebarová-Rujbrová,779501010,Stub,
18547,Czech Republic,Marie Stiborová,779501096,Start,
18548,Czech Republic,Jiří Svoboda (politician),779501161,Stub,
18549,Czech Republic,Miloslava Vostrá,779501194,Stub,
18550,Czech Republic,Jiří Čeřovský,779501654,Stub,
18551,Czech Republic,Jan Korger,779501783,Stub,
18587,South Korean,Kim Il-ung,779544705,Stub,
18588,South Korean,Koo Kyo-hyun,779544873,Stub,
18592,Hondura,Juan Carlos Valenzuela (politician),779557210,Stub,
18611,East Timorese,Adalgisa Ximenes,779579546,Stub,
18618,Czech Republic,Kateřina Jacques,779581127,C,
18667,Ivorian,Jacqueline Oble,779741800,C,
18716,Czech Republic,Tomáš Chalupa,779839245,Stub,
18717,Czech Republic,Pavel Blažek,779839319,Stub,
18718,Czech Republic,Aleš Řebíček,779839400,Stub,
18719,Czech Republic,Ivan Langer,779839455,Start,
18720,Czech Republic,Jan Stráský,779839492,Start,
18725,Czech Republic,Jan Chvojka,779842639,Stub,
18729,Czech Republic,Marie Benešová,779847262,Stub,
18730,Czech Republic,Juraj Chmiel,779847492,Stub,
18731,Czech Republic,Daniela Kovářová,779847531,Stub,
18732,Czech Republic,Rostislav Vondruška,779847687,Stub,
18733,Czech Republic,Martin Štěpánek (actor),779847799,Start,
18734,Czech Republic,Helena Třeštíková,779847837,Stub,
18735,Czech Republic,Milena Vicenová,779847883,Stub,
18736,Czech Republic,Jaroslav Bašta,779848743,Stub,
18737,Czech Republic,Josef Lux,779849059,Stub,
18738,Czech Republic,Miroslav Macek,779849258,Stub,
18739,Czech Republic,Ladislav Miko,779849694,Stub,
18740,Czech Republic,Džamila Stehlíková,779849767,Stub,
18751,Salvadoran,José Arturo Vásquez Machado,779894617,Stub,
18754,Venezuela,José Ricardo Salazar,779899001,,28645000.0
18763,Salvadoran,Andrés del Valle,779931580,Start,
18776,Pakistan,Chaudhry Zafar Iqbal Warraich,779954797,,220940000.0
18779,Pakistan,Rana Assad Amin,779957437,,220940000.0
18811,"Congo, Dem. Rep. of",Vice-Presidents of the Democratic Republic of the Congo,780035740,Stub,
18816,Czech Republic,Jozef Moravčík,780051829,Stub,
18850,South Korean,Ji Sang-wook,780227423,Start,
18857,Saint Lucian,Lenard Montoute,780250934,Start,
18860,Rhodesian,Mark Partridge,780260926,Stub,
18868,Carniolan,Janez Bleiweis,780281974,Start,
18883,Czech Republic,Milan Uhde,780321961,Stub,
18894,Faroese,Kaj Leo Johannesen,780361487,Start,
18899,Macedonia,Todor Petrov,780424320,C,
18936,Czech Republic,František Pitra,780534080,Stub,
18938,Czech Republic,Oldřich Černík,780534267,Stub,
18939,Greenlandic,Maliina Abelsen,780537008,Start,
18940,Faroese,Rigmor Dam,780543271,Start,
18941,Faroese,Hanna Jensen,780543417,Start,
18942,Faroese,Sonja Jógvansdóttir,780543635,Start,
18943,Faroese,Karin Kjølbro,780543692,Start,
18954,Salvadoran,Lilian Mercedes Letona,780552804,Start,
19000,Salvadoran,Carlos Quintanilla Schmidt,780701356,Stub,
19015,"Congo, Dem. Rep. of",Odilon Kafitwe wa pa Bowa,780757242,Start,
19019,Samoan,Muagututagata Peter Ah Him,780759402,Stub,
19037,Czech Republic,Otakar Motejl,780868492,Start,
19039,Czech Republic,Ludwig Czech,780887131,Stub,
19047,Czech Republic,Rudolf Beran,780921783,Start,
19092,Italy,Claudia Pastorino,781072934,,60296000.0
19102,Salvadoran,Enrique Álvarez Córdova,781102914,Stub,
19114,South Korean,Chung Hong-won,781133659,Start,
19115,South Korean,Kim Byong-joon,781134255,Stub,
19208,Somalia,Jama Mohamud Takar,781427254,,15893000.0
19218,Montserratian,Winston Pond,781452925,Stub,
19309,Macedonia,Metodija Andonov-Čento,781819701,Start,
19338,Faroese,Jóannes Patursson,781915668,Start,
19386,Czech Republic,Victor Adler,782058966,Start,
19415,Samoan,Sua Rimoni Ah Chong,782134923,Start,
19439,Iran,Batul Soltani,782170063,,84150000.0
19510,"Congo, Dem. Rep. of",Louis Alphonse Koyagialo,782350026,Start,
19512,Saint Lucian,Louis George (politician),782356881,Stub,
19522,Czech Republic,Emil Beier,782384016,Stub,
19545,Chechen,Ibragim Khultygov,782430810,Stub,
19553,Samoan,Luamanuvao Winnie Laban,782465136,Start,
19565,South Korean,Hong Ihk-pyo,782498395,Start,
19570,Brazil,Marcia Dangremon,782508289,,211812000.0
19577,Salvadoran,Arturo Araujo,782520448,Stub,
19627,Rhodesian,Prime Minister of Rhodesia,782602484,Start,
19633,"Congo, Dem. Rep. of",Luzolo Bambi Lessa,782618365,Start,
19644,Ossetian,Akhsarbek Galazov,782634776,Start,
19651,South Korean,Jeon Soon-ok,782649404,Stub,
19653,Salvadoran,Rubén Alonso Rosales,782652818,Start,
19681,Palauan,President of Palau,782714724,Stub,
19695,Pitcairn Islands,Governor of Pitcairn,782764117,Start,
19699,Samoan,Order of Merit of Samoa,782768517,Stub,
19721,"Congo, Dem. Rep. of",Jonas Mukamba Kadiata Nzemba,782825984,Start,
19810,Czech Republic,Bruno Kafka,783065752,Stub,
19841,Omani,Badr bin Saud al Busaidi,783116680,Stub,
19859,Rhodesian,Leo Cardwell Ross,783150296,Start,
19860,Rhodesian,Josiah Gondo,783150589,C,
19899,Cape Colony,Charles Abercrombie Smith,783249147,C,
19900,Cape Colony,Charles Brownlee,783250295,C,
19935,Rhodesian,Dunduzu Chisiza,783301534,B,
19973,"Congo, Dem. Rep. of",Arthur Z'ahidi Ngoma,783354232,Stub,
19977,Saint Kitts and Nevis,Marcella Liburd,783358108,Start,
19983,South African Republic,State President of the South African Republic,783371989,Start,
20010,Brazil,Rose Sales,783382630,,211812000.0
20057,Salvadoran,Mariano Prado,783472679,Start,
20093,Hondura,Mario Alexander Barahona Martínez,783532382,Stub,
20096,Hondura,Mario Canahuati,783534612,Stub,
20100,Saint Lucian,Mario Michel,783539672,Start,
20178,Samoan,Sapa'u Ruperake Petaia,783679600,Stub,
20199,Czech Republic,Lucie Talmanová,783711789,Start,
20211,Czech Republic,Martin Mejstřík,783737915,Stub,
20217,Pitcairn Islands,Martin Williams (diplomat),783746509,Stub,
20254,Montserratian,Mary Rose Tuitt,783821985,Start,
